,State,State Code,Region,Division,Year,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Uncleaned.Data,Department.Of.Labor.Cleaned.Low.Value,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value,Department.Of.Labor.Cleaned.High.Value.2020.Dollars,Footnote
2146,South Carolina,SC,South,South Atlantic,1994,0.0,0.0,4.25,7.42,4.25,7.42,148.2,...,0.0,0.0,0.0,0.0,
2147,South Carolina,SC,South,South Atlantic,1995,0.0,0.0,4.25,7.21,4.25,7.21,152.4,...,0.0,0.0,0.0,0.0,
2148,South Carolina,SC,South,South Atlantic,1996,0.0,0.0,4.25,7.01,4.25,7.01,156.9,...,0.0,0.0,0.0,0.0,
2149,South Carolina,SC,South,South Atlantic,1997,0.0,0.0,4.75,7.66,4.75,7.66,160.5,...,0.0,0.0,0.0,0.0,
2150,South Carolina,SC,South,South Atlantic,1998,0.0,0.0,5.15,8.17,5.15,8.17,163.0,...,0.0,0.0,0.0,0.0,
2151,South Carolina,SC,South,South Atlantic,1999,0.0,0.0,5.15,8.0,5.15,8.0,166.6,...,0.0,0.0,0.0,0.0,
2152,South Carolina,SC,South,South Atlantic,2000,0.0,0.0,5.15,7.74,5.15,7.74,172.2,...,0.0,0.0,0.0,0.0,
2153,South Carolina,SC,South,South Atlantic,2001,0.0,0.0,5.15,7.52,5.15,7.52,177.1,...,0.0,0.0,0.0,0.0,
2154,South Carolina,SC,South,South Atlantic,2002,0.0,0.0,5.15,7.4,5.15,7.4,179.9,...,0.0,0.0,0.0,0.0,
2155,South Carolina,SC,South,South Atlantic,2003,0.0,0.0,5.15,7.24,5.15,7.24,184.0,...,0.0,0.0,0.0,0.0,
2156,South Carolina,SC,South,South Atlantic,2004,0.0,0.0,5.15,7.05,5.15,7.05,188.9,...,0.0,0.0,0.0,0.0,
2157,South Carolina,SC,South,South Atlantic,2005,0.0,0.0,5.15,6.82,5.15,6.82,195.3,...,0.0,0.0,0.0,0.0,
2158,South Carolina,SC,South,South Atlantic,2006,0.0,0.0,5.15,6.61,5.15,6.61,201.6,...,0.0,0.0,0.0,0.0,
2159,South Carolina,SC,South,South Atlantic,2007,0.0,0.0,5.15,6.42,5.15,6.42,207.342,...,0.0,0.0,0.0,0.0,
2160,South Carolina,SC,South,South Atlantic,2008,0.0,0.0,5.85,7.03,5.85,7.03,215.303,...,0.0,0.0,0.0,0.0,
2161,South Carolina,SC,South,South Atlantic,2009,0.0,0.0,6.55,7.9,6.55,7.9,214.537,...,0.0,0.0,0.0,0.0,
2162,South Carolina,SC,South,South Atlantic,2010,0.0,0.0,7.25,8.6,7.25,8.6,218.056,...,0.0,0.0,0.0,0.0,
2163,South Carolina,SC,South,South Atlantic,2011,0.0,0.0,7.25,8.34,7.25,8.34,224.939,...,0.0,0.0,0.0,0.0,
2164,South Carolina,SC,South,South Atlantic,2012,0.0,0.0,7.25,8.17,7.25,8.17,229.594,...,0.0,0.0,0.0,0.0,
2165,South Carolina,SC,South,South Atlantic,2013,0.0,0.0,7.25,8.05,7.25,8.05,232.957,...,0.0,0.0,0.0,0.0,
2166,South Carolina,SC,South,South Atlantic,2014,0.0,0.0,7.25,7.92,7.25,7.92,236.736,...,0.0,0.0,0.0,0.0,
2167,South Carolina,SC,South,South Atlantic,2015,0.0,0.0,7.25,7.91,7.25,7.91,237.017,...,0.0,0.0,0.0,0.0,
2168,South Carolina,SC,South,South Atlantic,2016,0.0,0.0,7.25,7.81,7.25,7.81,240.007,...,0.0,0.0,0.0,0.0,
2169,South Carolina,SC,South,South Atlantic,2017,0.0,0.0,7.25,7.65,7.25,7.65,245.12,...,0.0,0.0,0.0,0.0,
2170,South Carolina,SC,South,South Atlantic,2018,0.0,0.0,7.25,7.47,7.25,7.47,251.107,...,0.0,0.0,0.0,0.0,
2171,South Carolina,SC,South,South Atlantic,2019,0.0,0.0,7.25,7.34,7.25,7.34,255.657,...,0.0,0.0,0.0,0.0,
2172,South Carolina,SC,South,South Atlantic,2020,0.0,0.0,7.25,7.25,7.25,7.25,258.66,...,0.0,0.0,0.0,0.0,
2173,South Dakota,SD,Midwest,West North Central,1968,0.425,3.16,1.15,8.55,1.15,8.55,34.8,17.00 - 20.00/wk,0.425,3.16,0.5,3.72,
2174,South Dakota,SD,Midwest,West North Central,1969,0.425,3.0,1.15,8.11,1.15,8.11,36.7,17.00 - 20.00/wk,0.425,3.0,0.5,3.52,
2175,South Dakota,SD,Midwest,West North Central,1970,1.0,6.67,1.3,8.67,1.3,8.67,38.8,1,1.0,6.67,1.0,6.67,
2176,South Dakota,SD,Midwest,West North Central,1971,1.0,6.39,1.3,8.3,1.3,8.3,40.5,1,1.0,6.39,1.0,6.39,
2177,South Dakota,SD,Midwest,West North Central,1972,1.0,6.19,1.6,9.9,1.6,9.9,41.8,1,1.0,6.19,1.0,6.19,
2178,South Dakota,SD,Midwest,West North Central,1973,1.0,5.83,1.6,9.32,1.6,9.32,44.4,1,1.0,5.83,1.0,5.83,
2179,South Dakota,SD,Midwest,West North Central,1974,1.0,5.25,1.6,8.39,1.6,8.39,49.3,1,1.0,5.25,1.0,5.25,
2180,South Dakota,SD,Midwest,West North Central,1975,1.0,4.81,1.6,7.69,1.6,7.69,53.8,1,1.0,4.81,1.0,4.81,
2181,South Dakota,SD,Midwest,West North Central,1976,2.0,9.09,2.2,10.0,2.2,10.0,56.9,2,2.0,9.09,2.0,9.09,
2182,South Dakota,SD,Midwest,West North Central,1977,2.0,8.54,2.2,9.39,2.2,9.39,60.6,2,2.0,8.54,2.0,8.54,
2183,South Dakota,SD,Midwest,West North Central,1978,2.0,7.93,2.2,8.73,2.2,8.73,65.2,2,2.0,7.93,2.0,7.93,
2184,South Dakota,SD,Midwest,West North Central,1979,2.3,8.19,2.9,10.33,2.9,10.33,72.6,2.3,2.3,8.19,2.3,8.19,
2185,South Dakota,SD,Midwest,West North Central,1980,2.3,7.22,3.1,9.73,3.1,9.73,82.4,2.3,2.3,7.22,2.3,7.22,
2186,South Dakota,SD,Midwest,West North Central,1981,2.3,6.54,3.35,9.53,3.35,9.53,90.9,2.3,2.3,6.54,2.3,6.54,
2187,South Dakota,SD,Midwest,West North Central,1982,2.3,6.16,3.35,8.98,3.35,8.98,96.5,2.3,2.3,6.16,2.3,6.16,
2188,South Dakota,SD,Midwest,West North Central,1983,2.3,5.97,3.35,8.7,3.35,8.7,99.6,2.3,2.3,5.97,2.3,5.97,
2189,South Dakota,SD,Midwest,West North Central,1984,2.3,5.73,3.35,8.34,3.35,8.34,103.9,2.3,2.3,5.73,2.3,5.73,
2190,South Dakota,SD,Midwest,West North Central,1985,2.3,5.53,3.35,8.05,3.35,8.05,107.6,2.3,2.3,5.53,2.3,5.53,
2191,South Dakota,SD,Midwest,West North Central,1986,2.3,5.43,3.35,7.91,3.35,7.91,109.6,2.3,2.3,5.43,2.3,5.43,
2192,South Dakota,SD,Midwest,West North Central,1987,2.3,5.24,3.35,7.63,3.35,7.63,113.6,2.3,2.3,5.24,2.3,5.24,
2193,South Dakota,SD,Midwest,West North Central,1988,2.8,6.12,3.35,7.32,3.35,7.32,118.3,2.8,2.8,6.12,2.8,6.12,
2194,South Dakota,SD,Midwest,West North Central,1989,2.8,5.84,3.35,6.99,3.35,6.99,124.0,2.8,2.8,5.84,2.8,5.84,
2195,South Dakota,SD,Midwest,West North Central,1990,2.8,5.54,3.35,6.63,3.35,6.63,130.7,2.8,2.8,5.54,2.8,5.54,
2196,South Dakota,SD,Midwest,West North Central,1991,3.8,7.22,3.8,7.22,3.8,7.22,136.2,3.8,3.8,7.22,3.8,7.22,
2197,South Dakota,SD,Midwest,West North Central,1992,4.25,7.84,4.25,7.84,4.25,7.84,140.3,4.25,4.25,7.84,4.25,7.84,
2198,South Dakota,SD,Midwest,West North Central,1993,4.25,7.61,4.25,7.61,4.25,7.61,144.5,4.25,4.25,7.61,4.25,7.61,
2199,South Dakota,SD,Midwest,West North Central,1994,4.25,7.42,4.25,7.42,4.25,7.42,148.2,4.25,4.25,7.42,4.25,7.42,
2200,South Dakota,SD,Midwest,West North Central,1995,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
2201,South Dakota,SD,Midwest,West North Central,1996,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
2202,South Dakota,SD,Midwest,West North Central,1997,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,
2203,South Dakota,SD,Midwest,West North Central,1998,5.15,8.17,5.15,8.17,5.15,8.17,163.0,5.15,5.15,8.17,5.15,8.17,
2204,South Dakota,SD,Midwest,West North Central,1999,5.15,8.0,5.15,8.0,5.15,8.0,166.6,5.15,5.15,8.0,5.15,8.0,
2205,South Dakota,SD,Midwest,West North Central,2000,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,
2206,South Dakota,SD,Midwest,West North Central,2001,5.15,7.52,5.15,7.52,5.15,7.52,177.1,5.15,5.15,7.52,5.15,7.52,
2207,South Dakota,SD,Midwest,West North Central,2002,5.15,7.4,5.15,7.4,5.15,7.4,179.9,5.15,5.15,7.4,5.15,7.4,
2208,South Dakota,SD,Midwest,West North Central,2003,5.15,7.24,5.15,7.24,5.15,7.24,184.0,5.15,5.15,7.24,5.15,7.24,
2209,South Dakota,SD,Midwest,West North Central,2004,5.15,7.05,5.15,7.05,5.15,7.05,188.9,5.15,5.15,7.05,5.15,7.05,
2210,South Dakota,SD,Midwest,West North Central,2005,5.15,6.82,5.15,6.82,5.15,6.82,195.3,5.15,5.15,6.82,5.15,6.82,
2211,South Dakota,SD,Midwest,West North Central,2006,5.15,6.61,5.15,6.61,5.15,6.61,201.6,5.15,5.15,6.61,5.15,6.61,
2212,South Dakota,SD,Midwest,West North Central,2007,5.15,6.42,5.15,6.42,5.15,6.42,207.342,5.15,5.15,6.42,5.15,6.42,
2213,South Dakota,SD,Midwest,West North Central,2008,5.85,7.03,5.85,7.03,5.85,7.03,215.303,5.85,5.85,7.03,5.85,7.03,
2214,South Dakota,SD,Midwest,West North Central,2009,6.55,7.9,6.55,7.9,6.55,7.9,214.537,6.55,6.55,7.9,6.55,7.9,
2215,South Dakota,SD,Midwest,West North Central,2010,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,
2216,South Dakota,SD,Midwest,West North Central,2011,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,
2217,South Dakota,SD,Midwest,West North Central,2012,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,
2218,South Dakota,SD,Midwest,West North Central,2013,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,
2219,South Dakota,SD,Midwest,West North Central,2014,7.25,7.92,7.25,7.92,7.25,7.92,236.736,7.25,7.25,7.92,7.25,7.92,
2220,South Dakota,SD,Midwest,West North Central,2015,8.5,9.28,7.25,7.91,8.5,9.28,237.017,8.5,8.5,9.28,8.5,9.28,
2221,South Dakota,SD,Midwest,West North Central,2016,8.55,9.21,7.25,7.81,8.55,9.21,240.007,8.55,8.55,9.21,8.55,9.21,
2222,South Dakota,SD,Midwest,West North Central,2017,8.65,9.13,7.25,7.65,8.65,9.13,245.12,8.65,8.65,9.13,8.65,9.13,
2223,South Dakota,SD,Midwest,West North Central,2018,8.85,9.12,7.25,7.47,8.85,9.12,251.107,8.85,8.85,9.12,8.85,9.12,
2224,South Dakota,SD,Midwest,West North Central,2019,9.3,9.41,7.25,7.34,9.3,9.41,255.657,9.3,9.3,9.41,9.3,9.41,
2225,South Dakota,SD,Midwest,West North Central,2020,9.3,9.3,7.25,7.25,9.3,9.3,258.66,9.3,9.3,9.3,9.3,9.3,
2226,Tennessee,TN,South,East South Central,1968,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
2227,Tennessee,TN,South,East South Central,1969,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
2228,Tennessee,TN,South,East South Central,1970,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
2229,Tennessee,TN,South,East South Central,1971,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
2230,Tennessee,TN,South,East South Central,1972,0.0,0.0,1.6,9.9,1.6,9.9,41.8,...,0.0,0.0,0.0,0.0,
2231,Tennessee,TN,South,East South Central,1973,0.0,0.0,1.6,9.32,1.6,9.32,44.4,...,0.0,0.0,0.0,0.0,
2232,Tennessee,TN,South,East South Central,1974,0.0,0.0,1.6,8.39,1.6,8.39,49.3,...,0.0,0.0,0.0,0.0,
2233,Tennessee,TN,South,East South Central,1975,0.0,0.0,1.6,7.69,1.6,7.69,53.8,...,0.0,0.0,0.0,0.0,
2234,Tennessee,TN,South,East South Central,1976,0.0,0.0,2.2,10.0,2.2,10.0,56.9,...,0.0,0.0,0.0,0.0,
2235,Tennessee,TN,South,East South Central,1977,0.0,0.0,2.2,9.39,2.2,9.39,60.6,...,0.0,0.0,0.0,0.0,
2236,Tennessee,TN,South,East South Central,1978,0.0,0.0,2.2,8.73,2.2,8.73,65.2,...,0.0,0.0,0.0,0.0,
2237,Tennessee,TN,South,East South Central,1979,0.0,0.0,2.9,10.33,2.9,10.33,72.6,...,0.0,0.0,0.0,0.0,
2238,Tennessee,TN,South,East South Central,1980,0.0,0.0,3.1,9.73,3.1,9.73,82.4,...,0.0,0.0,0.0,0.0,
2239,Tennessee,TN,South,East South Central,1981,0.0,0.0,3.35,9.53,3.35,9.53,90.9,...,0.0,0.0,0.0,0.0,
2240,Tennessee,TN,South,East South Central,1982,0.0,0.0,3.35,8.98,3.35,8.98,96.5,...,0.0,0.0,0.0,0.0,
2241,Tennessee,TN,South,East South Central,1983,0.0,0.0,3.35,8.7,3.35,8.7,99.6,...,0.0,0.0,0.0,0.0,
2242,Tennessee,TN,South,East South Central,1984,0.0,0.0,3.35,8.34,3.35,8.34,103.9,...,0.0,0.0,0.0,0.0,
2243,Tennessee,TN,South,East South Central,1985,0.0,0.0,3.35,8.05,3.35,8.05,107.6,...,0.0,0.0,0.0,0.0,
2244,Tennessee,TN,South,East South Central,1986,0.0,0.0,3.35,7.91,3.35,7.91,109.6,...,0.0,0.0,0.0,0.0,
2245,Tennessee,TN,South,East South Central,1987,0.0,0.0,3.35,7.63,3.35,7.63,113.6,...,0.0,0.0,0.0,0.0,
2246,Tennessee,TN,South,East South Central,1988,0.0,0.0,3.35,7.32,3.35,7.32,118.3,...,0.0,0.0,0.0,0.0,
2247,Tennessee,TN,South,East South Central,1989,0.0,0.0,3.35,6.99,3.35,6.99,124.0,...,0.0,0.0,0.0,0.0,
2248,Tennessee,TN,South,East South Central,1990,0.0,0.0,3.35,6.63,3.35,6.63,130.7,...,0.0,0.0,0.0,0.0,
2249,Tennessee,TN,South,East South Central,1991,0.0,0.0,3.8,7.22,3.8,7.22,136.2,...,0.0,0.0,0.0,0.0,
2250,Tennessee,TN,South,East South Central,1992,0.0,0.0,4.25,7.84,4.25,7.84,140.3,...,0.0,0.0,0.0,0.0,
2251,Tennessee,TN,South,East South Central,1993,0.0,0.0,4.25,7.61,4.25,7.61,144.5,...,0.0,0.0,0.0,0.0,
2252,Tennessee,TN,South,East South Central,1994,0.0,0.0,4.25,7.42,4.25,7.42,148.2,...,0.0,0.0,0.0,0.0,
2253,Tennessee,TN,South,East South Central,1995,0.0,0.0,4.25,7.21,4.25,7.21,152.4,...,0.0,0.0,0.0,0.0,
2254,Tennessee,TN,South,East South Central,1996,0.0,0.0,4.25,7.01,4.25,7.01,156.9,...,0.0,0.0,0.0,0.0,
2255,Tennessee,TN,South,East South Central,1997,0.0,0.0,4.75,7.66,4.75,7.66,160.5,...,0.0,0.0,0.0,0.0,
2256,Tennessee,TN,South,East South Central,1998,0.0,0.0,5.15,8.17,5.15,8.17,163.0,...,0.0,0.0,0.0,0.0,
2257,Tennessee,TN,South,East South Central,1999,0.0,0.0,5.15,8.0,5.15,8.0,166.6,...,0.0,0.0,0.0,0.0,
2258,Tennessee,TN,South,East South Central,2000,0.0,0.0,5.15,7.74,5.15,7.74,172.2,...,0.0,0.0,0.0,0.0,
2259,Tennessee,TN,South,East South Central,2001,0.0,0.0,5.15,7.52,5.15,7.52,177.1,...,0.0,0.0,0.0,0.0,
2260,Tennessee,TN,South,East South Central,2002,0.0,0.0,5.15,7.4,5.15,7.4,179.9,...,0.0,0.0,0.0,0.0,
2261,Tennessee,TN,South,East South Central,2003,0.0,0.0,5.15,7.24,5.15,7.24,184.0,...,0.0,0.0,0.0,0.0,
2262,Tennessee,TN,South,East South Central,2004,0.0,0.0,5.15,7.05,5.15,7.05,188.9,...,0.0,0.0,0.0,0.0,
2263,Tennessee,TN,South,East South Central,2005,0.0,0.0,5.15,6.82,5.15,6.82,195.3,...,0.0,0.0,0.0,0.0,
2264,Tennessee,TN,South,East South Central,2006,0.0,0.0,5.15,6.61,5.15,6.61,201.6,...,0.0,0.0,0.0,0.0,
2265,Tennessee,TN,South,East South Central,2007,0.0,0.0,5.15,6.42,5.15,6.42,207.342,...,0.0,0.0,0.0,0.0,
2266,Tennessee,TN,South,East South Central,2008,0.0,0.0,5.85,7.03,5.85,7.03,215.303,...,0.0,0.0,0.0,0.0,
2267,Tennessee,TN,South,East South Central,2009,0.0,0.0,6.55,7.9,6.55,7.9,214.537,...,0.0,0.0,0.0,0.0,
2268,Tennessee,TN,South,East South Central,2010,0.0,0.0,7.25,8.6,7.25,8.6,218.056,...,0.0,0.0,0.0,0.0,
2269,Tennessee,TN,South,East South Central,2011,0.0,0.0,7.25,8.34,7.25,8.34,224.939,...,0.0,0.0,0.0,0.0,
2270,Tennessee,TN,South,East South Central,2012,0.0,0.0,7.25,8.17,7.25,8.17,229.594,...,0.0,0.0,0.0,0.0,
2271,Tennessee,TN,South,East South Central,2013,0.0,0.0,7.25,8.05,7.25,8.05,232.957,...,0.0,0.0,0.0,0.0,
2272,Tennessee,TN,South,East South Central,2014,0.0,0.0,7.25,7.92,7.25,7.92,236.736,...,0.0,0.0,0.0,0.0,
2273,Tennessee,TN,South,East South Central,2015,0.0,0.0,7.25,7.91,7.25,7.91,237.017,...,0.0,0.0,0.0,0.0,
2274,Tennessee,TN,South,East South Central,2016,0.0,0.0,7.25,7.81,7.25,7.81,240.007,...,0.0,0.0,0.0,0.0,
2275,Tennessee,TN,South,East South Central,2017,0.0,0.0,7.25,7.65,7.25,7.65,245.12,...,0.0,0.0,0.0,0.0,
2276,Tennessee,TN,South,East South Central,2018,0.0,0.0,7.25,7.47,7.25,7.47,251.107,...,0.0,0.0,0.0,0.0,
2277,Tennessee,TN,South,East South Central,2019,0.0,0.0,7.25,7.34,7.25,7.34,255.657,...,0.0,0.0,0.0,0.0,
2278,Tennessee,TN,South,East South Central,2020,0.0,0.0,7.25,7.25,7.25,7.25,258.66,...,0.0,0.0,0.0,0.0,
2279,Texas,TX,South,West South Central,1968,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
2280,Texas,TX,South,West South Central,1969,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
2281,Texas,TX,South,West South Central,1970,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
2282,Texas,TX,South,West South Central,1971,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
2283,Texas,TX,South,West South Central,1972,1.4,8.66,1.6,9.9,1.6,9.9,41.8,1.4,1.4,8.66,1.4,8.66,
2284,Texas,TX,South,West South Central,1973,1.4,8.16,1.6,9.32,1.6,9.32,44.4,1.4,1.4,8.16,1.4,8.16,
2285,Texas,TX,South,West South Central,1974,1.4,7.35,1.6,8.39,1.6,8.39,49.3,1.4,1.4,7.35,1.4,7.35,
2286,Texas,TX,South,West South Central,1975,1.4,6.73,1.6,7.69,1.6,7.69,53.8,1.4,1.4,6.73,1.4,6.73,
2287,Texas,TX,South,West South Central,1976,1.4,6.36,2.2,10.0,2.2,10.0,56.9,1.4,1.4,6.36,1.4,6.36,
2288,Texas,TX,South,West South Central,1977,1.4,5.98,2.2,9.39,2.2,9.39,60.6,1.4,1.4,5.98,1.4,5.98,
2289,Texas,TX,South,West South Central,1978,1.4,5.55,2.2,8.73,2.2,8.73,65.2,1.4,1.4,5.55,1.4,5.55,
2290,Texas,TX,South,West South Central,1979,1.4,4.99,2.9,10.33,2.9,10.33,72.6,1.4,1.4,4.99,1.4,4.99,
2291,Texas,TX,South,West South Central,1980,1.4,4.39,3.1,9.73,3.1,9.73,82.4,1.4,1.4,4.39,1.4,4.39,
2292,Texas,TX,South,West South Central,1981,1.4,3.98,3.35,9.53,3.35,9.53,90.9,1.4,1.4,3.98,1.4,3.98,
2293,Texas,TX,South,West South Central,1982,1.4,3.75,3.35,8.98,3.35,8.98,96.5,1.4,1.4,3.75,1.4,3.75,
2294,Texas,TX,South,West South Central,1983,1.4,3.64,3.35,8.7,3.35,8.7,99.6,1.4,1.4,3.64,1.4,3.64,
2295,Texas,TX,South,West South Central,1984,1.4,3.49,3.35,8.34,3.35,8.34,103.9,1.4,1.4,3.49,1.4,3.49,
2296,Texas,TX,South,West South Central,1985,1.4,3.37,3.35,8.05,3.35,8.05,107.6,1.4,1.4,3.37,1.4,3.37,
2297,Texas,TX,South,West South Central,1986,1.4,3.3,3.35,7.91,3.35,7.91,109.6,1.4,1.4,3.3,1.4,3.3,
2298,Texas,TX,South,West South Central,1987,1.4,3.19,3.35,7.63,3.35,7.63,113.6,1.4,1.4,3.19,1.4,3.19,
2299,Texas,TX,South,West South Central,1988,3.35,7.32,3.35,7.32,3.35,7.32,118.3,3.35,3.35,7.32,3.35,7.32,
2300,Texas,TX,South,West South Central,1989,3.35,6.99,3.35,6.99,3.35,6.99,124.0,3.35,3.35,6.99,3.35,6.99,
2301,Texas,TX,South,West South Central,1990,3.35,6.63,3.35,6.63,3.35,6.63,130.7,3.35,3.35,6.63,3.35,6.63,
2302,Texas,TX,South,West South Central,1991,3.35,6.36,3.8,7.22,3.8,7.22,136.2,3.35,3.35,6.36,3.35,6.36,
2303,Texas,TX,South,West South Central,1992,3.35,6.18,4.25,7.84,4.25,7.84,140.3,3.35,3.35,6.18,3.35,6.18,
2304,Texas,TX,South,West South Central,1993,3.35,6.0,4.25,7.61,4.25,7.61,144.5,3.35,3.35,6.0,3.35,6.0,
2305,Texas,TX,South,West South Central,1994,3.35,5.85,4.25,7.42,4.25,7.42,148.2,3.35,3.35,5.85,3.35,5.85,
2306,Texas,TX,South,West South Central,1995,3.35,5.69,4.25,7.21,4.25,7.21,152.4,3.35,3.35,5.69,3.35,5.69,
2307,Texas,TX,South,West South Central,1996,3.35,5.52,4.25,7.01,4.25,7.01,156.9,3.35,3.35,5.52,3.35,5.52,
2308,Texas,TX,South,West South Central,1997,3.35,5.4,4.75,7.66,4.75,7.66,160.5,3.35,3.35,5.4,3.35,5.4,
2309,Texas,TX,South,West South Central,1998,3.35,5.32,5.15,8.17,5.15,8.17,163.0,3.35,3.35,5.32,3.35,5.32,
2310,Texas,TX,South,West South Central,1999,3.35,5.2,5.15,8.0,5.15,8.0,166.6,3.35,3.35,5.2,3.35,5.2,
2311,Texas,TX,South,West South Central,2000,3.35,5.03,5.15,7.74,5.15,7.74,172.2,3.35,3.35,5.03,3.35,5.03,
2312,Texas,TX,South,West South Central,2001,3.35,4.89,5.15,7.52,5.15,7.52,177.1,3.35,3.35,4.89,3.35,4.89,
2313,Texas,TX,South,West South Central,2002,5.15,7.4,5.15,7.4,5.15,7.4,179.9,5.15,5.15,7.4,5.15,7.4,
2314,Texas,TX,South,West South Central,2003,5.15,7.24,5.15,7.24,5.15,7.24,184.0,5.15,5.15,7.24,5.15,7.24,
2315,Texas,TX,South,West South Central,2004,5.15,7.05,5.15,7.05,5.15,7.05,188.9,5.15,5.15,7.05,5.15,7.05,
2316,Texas,TX,South,West South Central,2005,5.15,6.82,5.15,6.82,5.15,6.82,195.3,5.15,5.15,6.82,5.15,6.82,
2317,Texas,TX,South,West South Central,2006,5.15,6.61,5.15,6.61,5.15,6.61,201.6,5.15,5.15,6.61,5.15,6.61,
2318,Texas,TX,South,West South Central,2007,5.15,6.42,5.15,6.42,5.15,6.42,207.342,5.15,5.15,6.42,5.15,6.42,
2319,Texas,TX,South,West South Central,2008,5.85,7.03,5.85,7.03,5.85,7.03,215.303,5.85,5.85,7.03,5.85,7.03,
2320,Texas,TX,South,West South Central,2009,6.55,7.9,6.55,7.9,6.55,7.9,214.537,6.55,6.55,7.9,6.55,7.9,
2321,Texas,TX,South,West South Central,2010,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,
2322,Texas,TX,South,West South Central,2011,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,
2323,Texas,TX,South,West South Central,2012,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,
2324,Texas,TX,South,West South Central,2013,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,
2325,Texas,TX,South,West South Central,2014,7.25,7.92,7.25,7.92,7.25,7.92,236.736,7.25,7.25,7.92,7.25,7.92,
2326,Texas,TX,South,West South Central,2015,7.25,7.91,7.25,7.91,7.25,7.91,237.017,7.25,7.25,7.91,7.25,7.91,
2327,Texas,TX,South,West South Central,2016,7.25,7.81,7.25,7.81,7.25,7.81,240.007,7.25,7.25,7.81,7.25,7.81,
2328,Texas,TX,South,West South Central,2017,7.25,7.65,7.25,7.65,7.25,7.65,245.12,7.25,7.25,7.65,7.25,7.65,
2329,Texas,TX,South,West South Central,2018,7.25,7.47,7.25,7.47,7.25,7.47,251.107,7.25,7.25,7.47,7.25,7.47,
2330,Texas,TX,South,West South Central,2019,7.25,7.34,7.25,7.34,7.25,7.34,255.657,7.25,7.25,7.34,7.25,7.34,
2331,Texas,TX,South,West South Central,2020,7.25,7.25,7.25,7.25,7.25,7.25,258.66,7.25,7.25,7.25,7.25,7.25,
2332,Utah,UT,West,Mountain,1968,1.0,7.43,1.15,8.55,1.15,8.55,34.8,1.00 - 1.15(b),1.0,7.43,1.15,8.55,(b)
2333,Utah,UT,West,Mountain,1969,1.0,7.05,1.15,8.11,1.15,8.11,36.7,1.00 - 1.15(b),1.0,7.05,1.15,8.11,(b)
2334,Utah,UT,West,Mountain,1970,1.0,6.67,1.3,8.67,1.3,8.67,38.8,1.00 - 1.15(b),1.0,6.67,1.15,7.67,(b)
2335,Utah,UT,West,Mountain,1971,1.0,6.39,1.3,8.3,1.3,8.3,40.5,1.00 - 1.15(b),1.0,6.39,1.15,7.34,(b)
2336,Utah,UT,West,Mountain,1972,1.2,7.43,1.6,9.9,1.6,9.9,41.8,1.20 - 1.35(b),1.2,7.43,1.35,8.35,(b)
2337,Utah,UT,West,Mountain,1973,1.2,6.99,1.6,9.32,1.6,9.32,44.4,1.20 - 1.35(b),1.2,6.99,1.35,7.86,(b)
2338,Utah,UT,West,Mountain,1974,1.2,6.3,1.6,8.39,1.6,8.39,49.3,1.20 - 1.35(b),1.2,6.3,1.35,7.08,(b)
